shipment_id,order_id,origin_store,destination_city,ship_date,delivery_date,status,carrier
SHP-004750,WEB-001615,STR-HYD-05,Pune,2023-02-13,2023-02-15,Delivered,BlueDart
SHP-004751,WEB-004077,STR-HYD-02,Bangalore,2024-01-24,2024-01-25,Delivered,XpressBees
SHP-004752,WEB-000768,STR-DEL-04,Kolkata,2023-11-26,2023-12-03,Delivered,DTDC
SHP-004753,WEB-008994,STR-KOL-02,Chennai,2023-05-05,2023-05-09,Delivered,Delhivery
SHP-004754,WEB-009544,STR-HYD-05,Lucknow,2024-04-09,2024-04-14,Delivered,DTDC
SHP-004755,WEB-006952,STR-BAN-04,Lucknow,2023-04-23,2023-05-05,Delivered,Delhivery
SHP-004756,WEB-003574,STR-AHM-04,Mumbai,2023-04-04,2023-04-15,Returned,Delhivery
SHP-004757,WEB-011978,STR-DEL-02,Mumbai,2024-09-19,2024-09-26,Delivered,DTDC
SHP-004758,WEB-009583,STR-BAN-02,Chennai,2023-08-08,2023-08-13,Delivered,DTDC
SHP-004759,WEB-010027,STR-DEL-04,Bangalore,2024-12-10,2024-12-14,Delivered,Ecom Express
SHP-004760,WEB-000396,STR-LUC-04,Delhi,2024-06-12,2024-06-13,Delivered,Shadowfax
SHP-004761,WEB-008228,STR-CHE-03,Mumbai,2024-10-14,,In Transit,XpressBees
SHP-004762,WEB-003345,STR-MUM-02,Hyderabad,2023-12-02,2023-12-06,Delivered,Delhivery
SHP-004763,WEB-001114,STR-MUM-03,Jaipur,2023-09-08,2023-09-12,Delivered,DTDC
SHP-004764,WEB-011312,STR-CHE-01,Chennai,2024-07-13,2024-07-18,Delivered,India Post
SHP-004765,WEB-001534,STR-BAN-03,Kolkata,2025-01-27,2025-02-01,Delivered,DTDC
SHP-004766,WEB-008778,STR-PUN-03,Hyderabad,2024-09-18,2024-09-21,Delivered,Delhivery
SHP-004767,WEB-010803,STR-JAI-01,Jaipur,2023-12-13,2023-12-16,Delivered,DTDC
SHP-004768,WEB-000683,STR-AHM-05,Hyderabad,2023-07-19,,In Transit,Ecom Express
SHP-004769,WEB-005056,STR-MUM-02,Bangalore,2024-02-28,,In Transit,XpressBees
SHP-004770,WEB-006720,STR-AHM-05,Delhi,2023-09-15,2023-09-17,Delivered,Delhivery
SHP-004771,WEB-004068,STR-PUN-04,Delhi,2023-05-12,2023-05-17,Delivered,XpressBees
SHP-004772,WEB-010767,STR-MUM-01,Pune,2023-04-07,2023-04-09,Delivered,Shadowfax
SHP-004773,WEB-010631,STR-BAN-05,Kolkata,2024-09-02,2024-09-07,Delivered,Delhivery
SHP-004774,WEB-000267,STR-HYD-03,Kolkata,2023-01-23,2023-01-25,Returned,DTDC
SHP-004775,WEB-006653,STR-KOL-05,Lucknow,2023-01-22,2023-01-25,Delivered,XpressBees
SHP-004776,WEB-003931,STR-HYD-02,Jaipur,2023-10-15,2023-10-16,Delivered,DTDC
SHP-004777,WEB-000613,STR-HYD-02,Delhi,2024-06-27,2024-07-01,Delivered,BlueDart
SHP-004778,WEB-006815,STR-JAI-02,Kolkata,2023-09-18,2023-09-30,Delivered,India Post
SHP-004779,WEB-001188,STR-AHM-02,Pune,2024-09-07,,In Transit,XpressBees
SHP-004780,WEB-001776,STR-AHM-03,Bangalore,2023-05-27,2023-06-09,Delivered,India Post
SHP-004781,WEB-003777,STR-PUN-05,Kolkata,2024-07-21,2024-07-23,Delivered,Delhivery
SHP-004782,WEB-011829,STR-HYD-05,Ahmedabad,2024-12-30,2025-01-04,Delivered,BlueDart
SHP-004783,WEB-001081,STR-LUC-04,Lucknow,2024-07-09,,In Transit,Delhivery
SHP-004784,WEB-002276,STR-LUC-03,Delhi,2024-01-11,2024-01-23,Delivered,DTDC
SHP-004785,WEB-002304,STR-CHE-05,Pune,2023-09-23,2023-09-27,Delivered,India Post
SHP-004786,WEB-014773,STR-CHE-02,Lucknow,2023-06-28,2023-06-29,Delivered,XpressBees
SHP-004787,WEB-012666,STR-KOL-05,Mumbai,2024-09-04,2024-09-07,Delivered,BlueDart
SHP-004788,WEB-008497,STR-KOL-04,Bangalore,2024-03-31,2024-04-14,Delivered,India Post
SHP-004789,WEB-011335,STR-AHM-01,Kolkata,2025-01-21,2025-01-22,Delivered,DTDC
SHP-004790,WEB-005838,STR-MUM-05,Hyderabad,2024-02-10,,In Transit,DTDC
SHP-004791,WEB-008787,STR-CHE-03,Mumbai,2025-01-04,2025-01-16,Delivered,XpressBees
SHP-004792,WEB-004183,STR-DEL-04,Bangalore,2024-01-25,2024-01-27,Delivered,XpressBees
SHP-004793,WEB-013843,STR-BAN-02,Kolkata,2023-12-31,,In Transit,Shadowfax
SHP-004794,WEB-003844,STR-BAN-05,Delhi,2024-06-15,2024-06-28,Delivered,DTDC
SHP-004795,WEB-005191,STR-AHM-04,Kolkata,2024-02-19,2024-02-20,Delivered,Shadowfax
SHP-004796,WEB-008493,STR-LUC-04,Bangalore,2023-11-17,2023-11-22,Delivered,DTDC
SHP-004797,WEB-004055,STR-JAI-05,Jaipur,2024-01-18,2024-01-25,Delivered,India Post
SHP-004798,WEB-004487,STR-JAI-05,Lucknow,2024-08-28,2024-08-29,Delivered,DTDC
SHP-004799,WEB-001275,STR-DEL-05,Bangalore,2024-11-12,2024-11-15,Delivered,DTDC
SHP-004800,WEB-008475,STR-CHE-04,Bangalore,2024-11-12,2024-11-20,Delivered,BlueDart
SHP-004801,WEB-007937,STR-BAN-04,Hyderabad,2024-11-01,2024-11-03,Delivered,Delhivery
SHP-004802,WEB-012211,STR-MUM-04,Ahmedabad,2024-05-31,2024-06-08,Delivered,Shadowfax
SHP-004803,WEB-000032,STR-KOL-03,Kolkata,2024-03-29,,In Transit,XpressBees
SHP-004804,WEB-002209,STR-BAN-04,Bangalore,2023-01-06,2023-01-14,Delivered,Shadowfax
SHP-004805,WEB-002205,STR-MUM-02,Ahmedabad,2023-01-23,2023-01-26,Delivered,Shadowfax
SHP-004806,WEB-004946,STR-MUM-01,Jaipur,2024-02-03,2024-02-15,Delivered,Delhivery
SHP-004807,WEB-002398,STR-HYD-03,Jaipur,2023-05-09,2023-05-22,Delivered,DTDC
SHP-004808,WEB-005369,STR-BAN-03,Jaipur,2024-04-27,2024-04-29,Delivered,DTDC
SHP-004809,WEB-000441,STR-MUM-03,Lucknow,2024-10-17,2024-10-19,Delivered,XpressBees
SHP-004810,WEB-003842,STR-BAN-02,Bangalore,2023-02-23,2023-02-28,Delivered,DTDC
SHP-004811,WEB-005787,STR-JAI-04,Delhi,2025-01-20,,In Transit,DTDC
SHP-004812,WEB-013208,STR-AHM-03,Ahmedabad,2024-06-08,2024-06-09,Delivered,Delhivery
SHP-004813,WEB-007851,STR-KOL-01,Ahmedabad,2023-03-06,2023-03-07,Delivered,BlueDart
SHP-004814,WEB-004315,STR-KOL-02,Chennai,2024-08-13,2024-08-17,Delivered,BlueDart
SHP-004815,WEB-004297,STR-AHM-03,Ahmedabad,2023-08-22,2023-08-24,Delivered,India Post
SHP-004816,WEB-014901,STR-MUM-01,Delhi,2023-07-19,2023-07-23,Delivered,Ecom Express
SHP-004817,WEB-009887,STR-PUN-04,Bangalore,2023-06-07,2023-06-17,Delivered,Delhivery
SHP-004818,WEB-001251,STR-AHM-01,Mumbai,2024-09-04,2024-09-15,Delivered,XpressBees
SHP-004819,WEB-007618,STR-HYD-02,Kolkata,2024-07-23,2024-07-24,Delivered,Delhivery
SHP-004820,WEB-014870,STR-KOL-02,Ahmedabad,2024-10-31,2024-11-01,Delivered,BlueDart
SHP-004821,WEB-010489,STR-CHE-01,Chennai,2024-02-21,2024-02-29,Delivered,XpressBees
SHP-004822,WEB-012216,STR-PUN-05,Jaipur,2025-01-27,2025-01-28,Delivered,Shadowfax
SHP-004823,WEB-007415,STR-MUM-01,Hyderabad,2023-09-06,2023-09-11,Delivered,Shadowfax
SHP-004824,WEB-003819,STR-PUN-03,Mumbai,2023-07-14,2023-07-17,Delivered,Ecom Express
SHP-004825,WEB-001579,STR-JAI-03,Bangalore,2023-09-14,2023-09-17,Delivered,Delhivery
SHP-004826,WEB-007490,STR-DEL-03,Chennai,2024-11-12,2024-11-19,Delivered,DTDC
SHP-004827,WEB-014380,STR-AHM-01,Lucknow,2024-10-24,2024-10-26,Delivered,Ecom Express
SHP-004828,WEB-011314,STR-LUC-02,Hyderabad,2023-07-01,2023-07-04,Delivered,XpressBees
SHP-004829,WEB-014580,STR-JAI-05,Chennai,2024-02-13,2024-02-20,Delivered,XpressBees
SHP-004830,WEB-010446,STR-PUN-01,Delhi,2023-07-23,2023-07-28,Delivered,DTDC
SHP-004831,WEB-001686,STR-DEL-02,Pune,2024-07-22,2024-07-24,Delivered,India Post
SHP-004832,WEB-004117,STR-LUC-05,Pune,2024-05-27,2024-06-10,Delivered,DTDC
SHP-004833,WEB-005515,STR-CHE-01,Chennai,2025-01-10,2025-01-11,Delivered,India Post
SHP-004834,WEB-000115,STR-PUN-01,Kolkata,2025-01-30,2025-02-03,Delivered,BlueDart
SHP-004835,WEB-010202,STR-PUN-03,Kolkata,2024-09-07,2024-09-10,Delivered,DTDC
SHP-004836,WEB-001277,STR-HYD-03,Mumbai,2024-07-11,2024-07-15,Delivered,India Post
SHP-004837,WEB-000523,STR-HYD-03,Kolkata,2024-04-19,2024-04-21,Delivered,DTDC
SHP-004838,WEB-014676,STR-JAI-02,Bangalore,2024-12-10,2024-12-11,Delivered,Ecom Express
SHP-004839,WEB-012871,STR-LUC-02,Bangalore,2024-07-06,2024-07-11,Delivered,Ecom Express
SHP-004840,WEB-011658,STR-KOL-04,Bangalore,2024-07-20,2024-07-24,Delivered,BlueDart
SHP-004841,WEB-007609,STR-CHE-02,Pune,2024-08-07,2024-08-12,Delivered,DTDC
SHP-004842,WEB-014528,STR-BAN-01,Pune,2024-07-12,2024-07-15,Delivered,Delhivery
SHP-004843,WEB-003120,STR-JAI-01,Kolkata,2024-06-05,2024-06-10,Delivered,Delhivery
SHP-004844,WEB-003117,STR-BAN-03,Lucknow,2025-01-25,2025-01-26,Delivered,Delhivery
SHP-004845,WEB-008651,STR-KOL-02,Ahmedabad,2023-11-03,2023-11-06,Delivered,Delhivery
SHP-004846,WEB-012851,STR-DEL-03,Pune,2024-08-03,2024-08-13,Delivered,Shadowfax
SHP-004847,WEB-001878,STR-LUC-02,Kolkata,2024-11-30,2024-12-02,Returned,India Post
SHP-004848,WEB-006046,STR-MUM-01,Delhi,2023-07-30,2023-08-04,Delivered,XpressBees
SHP-004849,WEB-006144,STR-MUM-02,Jaipur,2024-05-06,2024-05-11,Delivered,DTDC
SHP-004850,WEB-014530,STR-LUC-03,Pune,2024-06-08,2024-06-12,Delivered,Delhivery
SHP-004851,WEB-009351,STR-BAN-01,Jaipur,2024-07-12,2024-07-14,Delivered,XpressBees
SHP-004852,WEB-005582,STR-DEL-01,Hyderabad,2023-10-09,2023-10-12,Delivered,India Post
SHP-004853,WEB-011631,STR-CHE-04,Lucknow,2024-05-14,2024-05-18,Delivered,Shadowfax
SHP-004854,WEB-010399,STR-KOL-02,Kolkata,2024-07-13,2024-07-17,Delivered,India Post
SHP-004855,WEB-004066,STR-LUC-02,Hyderabad,2023-04-26,2023-04-28,Delivered,XpressBees
SHP-004856,WEB-000807,STR-MUM-04,Pune,2023-02-12,,In Transit,Shadowfax
SHP-004857,WEB-004021,STR-AHM-01,Bangalore,2023-05-25,2023-05-28,Delivered,Delhivery
SHP-004858,WEB-000576,STR-AHM-02,Hyderabad,2024-11-08,2024-11-12,Delivered,India Post
SHP-004859,WEB-009552,STR-CHE-01,Bangalore,2025-01-22,2025-01-27,Delivered,Ecom Express
SHP-004860,WEB-010710,STR-MUM-04,Lucknow,2024-02-24,2024-03-05,Delivered,BlueDart
SHP-004861,WEB-003597,STR-JAI-04,Lucknow,2024-12-19,,In Transit,Delhivery
SHP-004862,WEB-011251,STR-AHM-01,Hyderabad,2024-06-02,2024-06-13,Delivered,XpressBees
SHP-004863,WEB-013160,STR-MUM-01,Lucknow,2023-05-05,2023-05-08,Delivered,BlueDart
SHP-004864,WEB-002097,STR-HYD-05,Ahmedabad,2023-10-27,2023-10-29,Returned,Delhivery
SHP-004865,WEB-003706,STR-KOL-04,Mumbai,2023-02-25,2023-02-28,Delivered,India Post
SHP-004866,WEB-004535,STR-JAI-05,Kolkata,2024-08-12,2024-08-13,Delivered,XpressBees
SHP-004867,WEB-004550,STR-BAN-04,Mumbai,2024-01-20,2024-01-24,Delivered,India Post
SHP-004868,WEB-001686,STR-HYD-02,Hyderabad,2023-10-25,2023-10-28,Delivered,DTDC
SHP-004869,WEB-013373,STR-LUC-05,Bangalore,2024-01-24,2024-01-25,Delivered,Ecom Express
SHP-004870,WEB-004153,STR-MUM-04,Delhi,2024-07-17,2024-07-28,Delivered,India Post
SHP-004871,WEB-004360,STR-JAI-05,Bangalore,2023-01-19,2023-01-31,Delivered,BlueDart
SHP-004872,WEB-006744,STR-KOL-03,Hyderabad,2023-06-25,2023-06-29,Delivered,DTDC
SHP-004873,WEB-014973,STR-MUM-04,Lucknow,2023-11-21,2023-11-24,Delivered,Ecom Express
SHP-004874,WEB-005153,STR-AHM-05,Lucknow,2023-10-12,2023-10-17,Delivered,BlueDart
SHP-004875,WEB-001264,STR-DEL-03,Lucknow,2024-07-05,2024-07-06,Delivered,Ecom Express
SHP-004876,WEB-014548,STR-BAN-05,Jaipur,2023-03-25,2023-03-30,Delivered,DTDC
SHP-004877,WEB-012493,STR-JAI-02,Lucknow,2023-01-03,2023-01-08,Delivered,Ecom Express
SHP-004878,WEB-006178,STR-CHE-03,Bangalore,2025-01-16,2025-01-20,Delivered,DTDC
SHP-004879,WEB-005631,STR-JAI-04,Pune,2024-01-05,2024-01-08,Delivered,Delhivery
SHP-004880,WEB-001709,STR-AHM-02,Delhi,2023-05-15,2023-05-25,Delivered,Shadowfax
SHP-004881,WEB-001600,STR-DEL-02,Hyderabad,2024-07-24,,In Transit,DTDC
SHP-004882,WEB-009432,STR-KOL-04,Hyderabad,2023-08-16,2023-08-19,Delivered,Shadowfax
SHP-004883,WEB-006925,STR-DEL-04,Chennai,2023-09-09,2023-09-10,Delivered,DTDC
SHP-004884,WEB-013707,STR-CHE-02,Delhi,2023-02-20,2023-02-28,Delivered,Shadowfax
SHP-004885,WEB-012163,STR-CHE-04,Bangalore,2024-01-18,2024-01-21,Delivered,DTDC
SHP-004886,WEB-013236,STR-CHE-04,Delhi,2024-02-01,2024-02-04,Delivered,India Post
SHP-004887,WEB-013274,STR-HYD-02,Bangalore,2024-04-29,2024-05-02,Delivered,XpressBees
SHP-004888,WEB-010691,STR-CHE-02,Lucknow,2024-12-15,2024-12-18,Delivered,Delhivery
SHP-004889,WEB-005803,STR-LUC-01,Kolkata,2023-12-08,2023-12-11,Delivered,India Post
SHP-004890,WEB-008204,STR-LUC-04,Lucknow,2023-09-05,,In Transit,Ecom Express
SHP-004891,WEB-006655,STR-HYD-03,Mumbai,2023-09-01,2023-09-02,Delivered,XpressBees
SHP-004892,WEB-003278,STR-JAI-05,Kolkata,2023-02-25,2023-02-27,Delivered,Shadowfax
SHP-004893,WEB-004867,STR-CHE-04,Ahmedabad,2023-12-12,2023-12-15,Delivered,BlueDart
SHP-004894,WEB-009938,STR-MUM-02,Chennai,2024-01-07,2024-01-12,Delivered,Shadowfax
SHP-004895,WEB-012162,STR-BAN-02,Kolkata,2024-02-13,2024-02-18,Delivered,DTDC
SHP-004896,WEB-009002,STR-BAN-04,Lucknow,2025-01-18,2025-01-22,Delivered,Delhivery
SHP-004897,WEB-007227,STR-AHM-04,Lucknow,2024-10-13,2024-10-14,Delivered,Delhivery
SHP-004898,WEB-000112,STR-KOL-01,Bangalore,2025-01-19,2025-01-23,Delivered,XpressBees
SHP-004899,WEB-004451,STR-DEL-04,Ahmedabad,2023-09-11,2023-09-15,Delivered,Delhivery
SHP-004900,WEB-008317,STR-AHM-04,Chennai,2024-04-14,2024-04-15,Delivered,India Post
SHP-004901,WEB-012839,STR-HYD-05,Jaipur,2023-07-15,2023-07-28,Delivered,Ecom Express
SHP-004902,WEB-001063,STR-MUM-03,Bangalore,2024-03-21,2024-03-22,Delivered,Delhivery
SHP-004903,WEB-012624,STR-PUN-03,Kolkata,2024-09-18,,In Transit,Ecom Express
SHP-004904,WEB-001335,STR-KOL-04,Kolkata,2025-01-11,2025-01-13,Delivered,Delhivery
SHP-004905,WEB-001126,STR-JAI-01,Pune,2023-11-11,2023-11-16,Delivered,Ecom Express
SHP-004906,WEB-001987,STR-PUN-02,Kolkata,2024-04-11,2024-04-20,Delivered,Delhivery
SHP-004907,WEB-010938,STR-DEL-04,Ahmedabad,2024-02-10,2024-02-13,Delivered,DTDC
SHP-004908,WEB-004559,STR-DEL-02,Pune,2025-01-31,2025-02-02,Delivered,Delhivery
SHP-004909,WEB-003469,STR-MUM-01,Bangalore,2023-05-21,2023-05-26,Delivered,XpressBees
SHP-004910,WEB-012161,STR-BAN-01,Bangalore,2023-12-24,2023-12-27,Delivered,Ecom Express
SHP-004911,WEB-008897,STR-JAI-03,Mumbai,2023-08-03,2023-08-05,Delivered,India Post
SHP-004912,WEB-009770,STR-LUC-01,Ahmedabad,2023-12-28,2023-12-31,Delivered,XpressBees
SHP-004913,WEB-009196,STR-CHE-01,Hyderabad,2023-05-13,2023-05-17,Delivered,Delhivery
SHP-004914,WEB-000566,STR-PUN-05,Chennai,2025-01-29,2025-02-02,Delivered,DTDC
SHP-004915,WEB-005328,STR-LUC-05,Lucknow,2024-01-26,2024-01-29,Delivered,Shadowfax
SHP-004916,WEB-007765,STR-BAN-02,Kolkata,2025-01-22,2025-01-27,Delivered,DTDC
SHP-004917,WEB-006131,STR-LUC-02,Hyderabad,2023-04-06,2023-04-09,Returned,XpressBees
SHP-004918,WEB-005342,STR-CHE-04,Pune,2023-05-25,2023-05-27,Delivered,Delhivery
SHP-004919,WEB-007602,STR-MUM-03,Chennai,2023-12-07,2023-12-08,Delivered,XpressBees
SHP-004920,WEB-007355,STR-AHM-05,Jaipur,2024-05-16,2024-05-17,Delivered,DTDC
SHP-004921,WEB-009550,STR-DEL-03,Pune,2024-01-08,2024-01-18,Delivered,India Post
SHP-004922,WEB-000428,STR-LUC-03,Mumbai,2024-09-17,2024-09-21,Delivered,DTDC
SHP-004923,WEB-004358,STR-AHM-02,Delhi,2023-09-01,2023-09-03,Delivered,XpressBees
SHP-004924,WEB-002586,STR-BAN-01,Hyderabad,2024-04-10,2024-04-12,Delivered,Ecom Express
SHP-004925,WEB-007244,STR-CHE-05,Mumbai,2024-11-15,2024-11-20,Delivered,BlueDart
SHP-004926,WEB-008708,STR-AHM-04,Hyderabad,2023-02-16,2023-02-19,Delivered,XpressBees
SHP-004927,WEB-007246,STR-BAN-05,Hyderabad,2024-02-27,2024-03-02,Delivered,XpressBees
SHP-004928,WEB-007987,STR-JAI-02,Ahmedabad,2023-11-02,2023-11-16,Delivered,India Post
SHP-004929,WEB-012472,STR-JAI-01,Hyderabad,2023-12-24,2024-01-03,Delivered,Shadowfax
SHP-004930,WEB-013796,STR-JAI-04,Kolkata,2023-08-08,2023-08-12,Delivered,BlueDart
SHP-004931,WEB-005327,STR-MUM-03,Kolkata,2023-08-22,2023-08-25,Returned,Ecom Express
SHP-004932,WEB-008431,STR-KOL-01,Jaipur,2023-04-20,2023-04-22,Delivered,BlueDart
SHP-004933,WEB-009247,STR-BAN-05,Chennai,2024-01-19,2024-01-22,Delivered,Shadowfax
SHP-004934,WEB-008211,STR-BAN-05,Bangalore,2023-07-26,2023-07-30,Delivered,DTDC
SHP-004935,WEB-001935,STR-AHM-05,Kolkata,2024-12-17,2024-12-18,Delivered,India Post
SHP-004936,WEB-009867,STR-AHM-02,Mumbai,2024-04-21,2024-05-01,Delivered,Ecom Express
SHP-004937,WEB-004952,STR-LUC-02,Pune,2023-06-23,2023-06-26,Delivered,Shadowfax
SHP-004938,WEB-005490,STR-BAN-03,Pune,2024-01-04,2024-01-09,Delivered,Ecom Express
SHP-004939,WEB-013109,STR-BAN-01,Bangalore,2023-12-05,,In Transit,BlueDart
SHP-004940,WEB-010983,STR-LUC-02,Chennai,2024-10-31,2024-11-01,Delivered,India Post
SHP-004941,WEB-001055,STR-JAI-03,Jaipur,2023-08-30,,In Transit,DTDC
SHP-004942,WEB-007838,STR-PUN-03,Chennai,2023-11-03,2023-11-07,Delivered,Delhivery
SHP-004943,WEB-001760,STR-KOL-04,Delhi,2024-10-20,2024-10-21,Delivered,Shadowfax
SHP-004944,WEB-012094,STR-DEL-03,Jaipur,2023-07-03,2023-07-06,Delivered,DTDC
SHP-004945,WEB-001922,STR-JAI-05,Kolkata,2024-07-10,2024-07-13,Delivered,BlueDart
SHP-004946,WEB-005313,STR-PUN-04,Kolkata,2023-12-04,2023-12-08,Delivered,BlueDart
SHP-004947,WEB-014934,STR-AHM-03,Bangalore,2023-10-24,2023-10-26,Delivered,Shadowfax
SHP-004948,WEB-010665,STR-BAN-01,Kolkata,2024-04-22,2024-04-25,Delivered,DTDC
SHP-004949,WEB-003015,STR-DEL-04,Mumbai,2024-02-08,2024-02-12,Delivered,DTDC
SHP-004950,WEB-006860,STR-PUN-01,Pune,2024-10-10,2024-10-11,Delivered,Ecom Express
SHP-004951,WEB-009761,STR-AHM-01,Jaipur,2023-06-23,2023-06-28,Delivered,XpressBees
SHP-004952,WEB-009956,STR-PUN-02,Kolkata,2023-08-26,2023-08-29,Delivered,India Post
SHP-004953,WEB-009194,STR-PUN-04,Kolkata,2024-07-11,2024-07-14,Delivered,BlueDart
SHP-004954,WEB-007497,STR-BAN-03,Jaipur,2023-11-02,2023-11-04,Delivered,India Post
SHP-004955,WEB-008180,STR-AHM-05,Mumbai,2024-03-24,2024-03-27,Delivered,XpressBees
SHP-004956,WEB-006544,STR-LUC-05,Chennai,2024-03-30,2024-04-08,Delivered,DTDC
SHP-004957,WEB-004178,STR-AHM-01,Ahmedabad,2023-07-03,2023-07-08,Delivered,BlueDart
SHP-004958,WEB-001292,STR-MUM-05,Ahmedabad,2025-01-11,2025-01-13,Delivered,BlueDart
SHP-004959,WEB-003252,STR-HYD-03,Kolkata,2024-03-16,2024-03-17,Delivered,DTDC
SHP-004960,WEB-008942,STR-LUC-04,Bangalore,2023-01-27,2023-01-30,Delivered,Ecom Express
SHP-004961,WEB-003673,STR-KOL-03,Jaipur,2024-01-24,2024-01-28,Delivered,DTDC
SHP-004962,WEB-002925,STR-JAI-03,Delhi,2023-02-24,2023-02-25,Delivered,XpressBees
SHP-004963,WEB-012368,STR-PUN-01,Jaipur,2023-02-16,2023-02-20,Delivered,BlueDart
SHP-004964,WEB-013212,STR-LUC-01,Hyderabad,2024-10-23,2024-10-27,Delivered,Ecom Express
SHP-004965,WEB-004988,STR-HYD-05,Ahmedabad,2023-03-09,2023-03-13,Delivered,Ecom Express
SHP-004966,WEB-002161,STR-CHE-03,Lucknow,2023-04-16,2023-04-21,Delivered,XpressBees
SHP-004967,WEB-011724,STR-AHM-05,Bangalore,2024-07-28,2024-07-31,Delivered,India Post
SHP-004968,WEB-007500,STR-MUM-03,Ahmedabad,2023-03-11,,In Transit,Delhivery
SHP-004969,WEB-014519,STR-AHM-02,Jaipur,2023-02-23,2023-02-24,Delivered,Delhivery
SHP-004970,WEB-009773,STR-AHM-04,Hyderabad,2023-04-14,2023-04-24,Delivered,Shadowfax
SHP-004971,WEB-002871,STR-AHM-01,Bangalore,2023-02-28,2023-03-04,Delivered,XpressBees
SHP-004972,WEB-008117,STR-DEL-01,Mumbai,2023-06-27,2023-07-02,Delivered,XpressBees
SHP-004973,WEB-005796,STR-BAN-03,Lucknow,2023-02-15,2023-02-19,Delivered,BlueDart
SHP-004974,WEB-001979,STR-KOL-01,Lucknow,2023-09-15,2023-09-29,Delivered,DTDC
SHP-004975,WEB-003196,STR-PUN-05,Kolkata,2023-11-27,2023-12-04,Delivered,DTDC
SHP-004976,WEB-004710,STR-JAI-05,Jaipur,2024-04-10,2024-04-15,Delivered,DTDC
SHP-004977,WEB-014124,STR-PUN-03,Mumbai,2023-05-31,2023-06-02,Delivered,Delhivery
SHP-004978,WEB-011945,STR-KOL-04,Pune,2023-01-30,2023-02-02,Delivered,Delhivery
SHP-004979,WEB-007922,STR-PUN-01,Chennai,2024-04-17,2024-04-20,Delivered,Delhivery
SHP-004980,WEB-009416,STR-JAI-04,Lucknow,2025-01-08,2025-01-09,Delivered,Ecom Express
SHP-004981,WEB-004970,STR-LUC-04,Delhi,2024-10-14,2024-10-15,Delivered,Delhivery
SHP-004982,WEB-001390,STR-MUM-04,Kolkata,2023-04-21,2023-04-26,Delivered,BlueDart
SHP-004983,WEB-014275,STR-MUM-04,Lucknow,2024-05-27,2024-05-29,Delivered,DTDC
SHP-004984,WEB-014712,STR-MUM-03,Chennai,2024-02-10,2024-02-13,Delivered,India Post
SHP-004985,WEB-006424,STR-KOL-01,Lucknow,2023-11-12,2023-11-13,Delivered,Shadowfax
SHP-004986,WEB-009108,STR-BAN-04,Hyderabad,2023-02-16,2023-02-18,Delivered,Ecom Express
SHP-004987,WEB-006638,STR-KOL-05,Delhi,2023-05-16,2023-05-19,Delivered,BlueDart
SHP-004988,WEB-001421,STR-LUC-03,Mumbai,2024-07-25,2024-07-30,Delivered,India Post
SHP-004989,WEB-009638,STR-AHM-04,Jaipur,2024-12-11,2024-12-12,Delivered,XpressBees
SHP-004990,WEB-012106,STR-BAN-03,Jaipur,2024-11-12,,In Transit,XpressBees
SHP-004991,WEB-011353,STR-KOL-05,Hyderabad,2023-12-30,2024-01-08,Delivered,DTDC
SHP-004992,WEB-002304,STR-BAN-01,Delhi,2024-11-10,2024-11-12,Delivered,DTDC
SHP-004993,WEB-011517,STR-JAI-05,Chennai,2023-08-10,2023-08-13,Delivered,XpressBees
SHP-004994,WEB-007041,STR-JAI-05,Ahmedabad,2024-10-15,2024-10-16,Delivered,BlueDart
SHP-004995,WEB-010677,STR-JAI-05,Ahmedabad,2023-05-09,2023-05-10,Delivered,Delhivery
SHP-004996,WEB-014070,STR-PUN-03,Pune,2023-05-09,2023-05-10,Delivered,BlueDart
SHP-004997,WEB-012128,STR-BAN-01,Chennai,2023-06-15,2023-06-19,Delivered,Ecom Express
SHP-004998,WEB-011043,STR-CHE-01,Ahmedabad,2023-03-31,2023-04-09,Delivered,BlueDart
SHP-004999,WEB-010915,STR-DEL-02,Hyderabad,2024-06-29,2024-07-03,Delivered,DTDC
SHP-005000,WEB-006294,STR-LUC-05,Kolkata,2023-06-05,2023-06-08,Delivered,BlueDart
SHP-005001,WEB-010472,STR-AHM-03,Mumbai,2024-06-08,2024-06-09,Delivered,India Post
SHP-005002,WEB-009418,STR-MUM-04,Kolkata,2023-03-12,2023-03-15,Delivered,India Post
SHP-005003,WEB-000226,STR-DEL-03,Kolkata,2023-05-05,2023-05-07,Delivered,BlueDart
SHP-005004,WEB-014798,STR-HYD-05,Jaipur,2024-12-23,2024-12-27,Delivered,XpressBees
SHP-005005,WEB-010446,STR-PUN-04,Hyderabad,2024-03-08,2024-03-13,Delivered,XpressBees
SHP-005006,WEB-008856,STR-AHM-01,Kolkata,2023-09-05,2023-09-06,Delivered,Ecom Express
SHP-005007,WEB-004466,STR-KOL-05,Hyderabad,2023-06-27,2023-07-02,Delivered,XpressBees
SHP-005008,WEB-005095,STR-LUC-01,Jaipur,2024-08-01,2024-08-03,Delivered,BlueDart
SHP-005009,WEB-000757,STR-MUM-02,Ahmedabad,2024-08-25,,In Transit,India Post
SHP-005010,WEB-012212,STR-PUN-02,Chennai,2024-04-22,2024-04-26,Delivered,BlueDart
SHP-005011,WEB-004238,STR-CHE-01,Kolkata,2024-12-20,2024-12-23,Delivered,Ecom Express
